Semester Description,Program Start Date,Program Tuition Fee,Program Title,Primary Contact City
Fall 2024,2024-12-14,210.0,Spinner Rings Workshop with Marla Mencher | Saturday 12/14 & 12/21 | 9:30 am-1:30 pm | Fall 2024,Syosset
Fall 2024,2024-12-05,215.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 12/5-12/19 | Fall 2024,East Islip
Fall 2024,2024-12-05,95.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 12/5-12/19 | Fall 2024,Farmingdale
Fall 2024,2024-12-05,215.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 12/5-12/19 | Fall 2024,Smithtown
Fall 2024,2024-12-03,280.0,Printmaking Sampler with Stephanie Navon Jacobson | Tues 9:30-1:30 | 12/3-12/17 | Fall 2024,Syosset
Fall 2024,2024-12-04,95.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 12/4-12/18 | Fall 2024,Oak Beach
Fall 2024,2024-12-04,95.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 12/4-12/18 | Fall 2024,Oak Beach
Spring 2025,2025-01-09,450.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 1/9 - 2/13 | Spring 2025,Huntington
Spring 2025,2025-01-09,397.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 1/9-2/6 | Spring 2025,Centerport
Spring 2025,2025-04-22,440.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 4/22-5/20 | Spring 2025,Centerport
Spring 2025,2025-02-25,440.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 2/25-3/25 | Spring 2025,Centerport
Fall 2024,2024-12-05,215.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 12/5-12/19 |Fall 2024,Stony Brook
Fall 2024,2024-12-03,280.0,Printmaking Sampler with Stephanie Navon Jacobson | Tues 9:30-1:30 | 12/3-12/17 | Fall 2024,Rockville Centre
Spring 2025,2025-01-10,430.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 1/10-2/14 | Spring 2025,Greenlawn
Spring 2025,2025-01-07,252.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 1/7-2/11 | Spring 2025,Glen Head
Spring 2025,2025-01-07,252.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 1/7-2/11 | Spring 2025,Amityville
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Amityville
Spring 2025,2025-01-09,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 1/9-2/13 | Spring 2025,
Spring 2025,2025-02-25,440.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 2/25-3/25 | Spring 2025,Huntington Station
Spring 2025,2025-04-22,440.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 4/22-5/20 | Spring 2025,Huntington Station
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Seaford
Fall 2024,2024-12-05,95.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 12/5-12/19 | Fall 2024,Wantagh
Fall 2024,2024-12-14,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/14 | Fall 2024,Nesconset
Fall 2024,2024-12-08,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Sunday 12/8 1:00pm - 2:30pm | Fall 2024,HUNTINGTN STA
Fall 2024,2024-12-08,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Sunday 12/8 1:00pm - 2:30pm | Fall 2024,HUNTINGTN STA
Spring 2025,2025-04-24,397.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 4/24-5/22 | Spring 2025,Douglaston
Spring 2025,2025-02-26,536.0,Handbuilding - Plan to Technique with Laura Peters | Wed 1-4pm | 2/26-4/9 | Spring 2025,Douglaston
Fall 2024,2024-12-08,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Sunday 12/8 1:00pm - 2:30pm | Fall 2024,Ronkonkoma
Spring 2025,2025-01-08,448.0,Handbuilding - Plan to Technique with Laura Peters | Wed 1-4pm | 1/8-2/12 | Spring 2025,Melville
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,West Islip
Spring 2025,2025-02-25,323.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 2/25 - 4/8 | Spring 2025,West Islip
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Glen Head
Spring 2025,2025-01-07,448.0,Beginners 101 Ceramics | Tues 6-9pm | 1/7 - 2/11| Spring 2025,East Northport
Spring 2025,2025-01-09,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 1/9-2/13 | Spring 2025,COLD SPRING HARBOR
Fall 2024,2024-11-26,194.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 11/26-12/17 | Fall 2024,Deer Park
Fall 2024,2024-12-04,95.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 12/4-12/18 | Fall 2024,Huntington Station
Fall 2024,2024-12-05,150.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 12/5-12/19 | Fall 2024,Glen Cove
Spring 2025,2025-01-07,252.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 1/7-2/11 | Spring 2025,Glen Head
Fall 2024,2024-12-07,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Saturday 12/7 11:00am - 12:30pm | Fall 2024,Commack
Fall 2024,2024-12-05,215.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 12/5-12/19 |Fall 2024,Northport
Spring 2025,2025-01-09,448.0,Beyond Beginner 202 Ceramics | Thurs 6-9 pm | 1/9-2/13 | Spring 2025,syosset
Fall 2024,2024-12-07,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Saturday 12/7 1:00pm - 2:30pm | Fall 2024,South Huntington
Fall 2024,2024-12-07,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Saturday 12/7 11:00am - 12:30pm | Fall 2024,Whitestone
Fall 2024,2024-12-07,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Saturday 12/7 11:00am - 12:30pm | Fall 2024,Whitestone
Spring 2025,2025-01-10,430.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 1/10-2/14 | Spring 2025,Huntington Station
Spring 2025,2025-01-07,252.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 1/7-2/11 | Spring 2025,Huntington Station
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Huntington
Fall 2024,2024-12-08,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Sunday 12/8 11:00am - 12:30pm | Fall 2024,Brooklyn
Spring 2025,2025-04-26,329.0,All Levels Silversmithing with Marla Mencher | Saturdays 9:30am-1:30pm | 4/26-5/24 | Spring 2025,
Spring 2025,2025-01-11,329.0,All Levels Silversmithing with Marla Mencher | Saturdays 9:30am-1:30pm | 1/11-2/8 | Spring 2025,
Spring 2025,2025-03-01,329.0,All Levels Silversmithing with Marla Mencher | Saturdays 9:30am-1:30pm | 3/1-3/29 | Spring 2025,
Fall 2024,2024-12-08,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Sunday 12/8 1:00pm - 2:30pm | Fall 2024,Greenlawn
Fall 2024,2024-12-08,0.0,Paper Cutting Snowflake Workshop with Rob Stenzel | Sunday 12/8 1:00pm - 2:30pm | Fall 2024,Greenlawn
Fall 2024,2024-12-09,35.0,Ceramics Open Studio | Mondays 11am-2pm | 12/9 | Fall 2024,Melville
Spring 2025,2025-01-09,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 1/9-2/13 | Spring 2025,Woodbury
Spring 2025,2025-02-22,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 2/22 1-4pm| Spring 2025,Wantagh
Spring 2025,2025-02-27,397.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 2/27-3/27| Spring 2025,Merrick
Spring 2025,2025-02-20,185.0,Pastel Pet Portraits with Lori Hochberg | 2:30-4:30pm | 2/20 | Spring 2025,Oakdale
Spring 2025,2025-03-08,247.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 3/8-4/19 | Spring 2025,Oakdale
Spring 2025,2025-01-25,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 1/25 1-4pm| Spring 2025,Great Neck
Spring 2025,2025-01-09,430.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 1/9 - 2/13 | Spring 2025,Dix Hills
Fall 2024,2024-12-05,215.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 12/5-12/19 | Fall 2024,Merrick
Fall 2024,2024-12-14,210.0,Spinner Rings Workshop with Marla Mencher | Saturday 12/14 & 12/21 | 9:30 am-1:30 pm | Fall 2024,West islip
Spring 2025,2025-01-10,430.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 1/10-2/14 | Spring 2025,Hauppauge
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Huntington Station
Spring 2025,2025-01-07,280.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 1/7 - 2/11 | Spring 2025,
Fall 2024,2024-12-18,0.0,Create Nights - Holiday Ornaments Moderated by Rob Stenzel | Wednesday 12/18 | 7pm-9pm,Smithtown
Spring 2025,2025-01-07,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues 5:30-7:00pm| 1/7-2/11 | Spring 2025,
Spring 2025,2025-01-09,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 1/9-2/13 | Spring 2025,Woodbury
Spring 2025,2025-01-11,40.0,Jewelry Hospital Workshop with Jen Salta | Saturday 1/11 | 10am-1pm| Spring 2025,Douglaston
Spring 2025,2025-01-07,448.0,Beginners 101 Ceramics | Tues 6-9pm | 1/7 - 2/11| Spring 2025,Greenlawn
Spring 2025,2025-01-07,448.0,Beginners 101 Ceramics | Tues 6-9pm | 1/7 - 2/11| Spring 2025,Greenlawn
Spring 2025,2025-01-07,448.0,Beginners 101 Ceramics | Tues 6-9pm | 1/7 - 2/11| Spring 2025,Greenlawn
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Melville
Spring 2025,2025-02-25,323.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 2/25 - 4/8 | Spring 2025,Melville
Spring 2025,2025-01-09,378.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 1/9-2/13 | Spring 2025,Melville
Spring 2025,2025-02-27,441.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 2/27-4/10 | Spring 2025,Melville
Spring 2025,2025-01-09,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 1/9-2/13 | Spring 2025,E. Northport
Spring 2025,2025-01-10,430.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 1/10-2/14 | Spring 2025,Dix Hills
Spring 2025,2025-01-11,175.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:30pm | 1/11-2/15  | Spring 2025,Huntington Station
Spring 2025,2025-01-11,280.0,Teen Anime and Manga Illustration with Zach Schrage | Ages 13-18 | Sat 1:00-3:00pm | 1/11-2/15 | Spring 2025,Holbrook
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Huntington Station
Spring 2025,2025-01-07,252.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 1/7-2/11 | Spring 2025,Huntington Station
Spring 2025,2025-01-09,450.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 1/9 - 2/13 | Spring 2025,Kings Park
Spring 2025,2025-04-24,397.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 4/24-5/22 | Spring 2025,Wantagh
Spring 2025,2025-04-24,397.0,Beginner Silversmithing with Marla Mencher | Thursdays 12pm-4pm | 4/24-5/22 | Spring 2025,Coram
Fall 2024,2024-12-16,35.0,Ceramics Open Studio | Mondays 11am-2pm | 12/16 | Fall 2024,East Northport
Fall 2024,2024-12-14,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/14 | Fall 2024,East Northport
Fall 2024,2024-12-21,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/21 | Fall 2024,East Northport
Spring 2025,2025-01-10,430.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 1/10-2/14 | Spring 2025,Northport
Spring 2025,2025-01-09,430.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 1/9 - 2/13 | Spring 2025,Northport
Spring 2025,2025-01-10,430.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 1/10-2/14 | Spring 2025,Bayport
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Bayport
Spring 2025,2025-01-11,448.0,Intermediate & Advanced Wheel Throwing with Jesus Antoshka | Saturdays 10am-1pm  | 1/11-2/15 | Spring 2025,East Northport
Fall 2024,2024-11-22,225.0,Intermediate Wheel Throwing with Jesus Antoshka | Fridays 10am-1pm | 11/22-12/20 | Fall 2024,Huntington
Spring 2025,2025-01-10,430.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 1/10-2/14 | Spring 2025,Commack
Spring 2025,2025-01-11,448.0,Intermediate & Advanced Wheel Throwing with Jesus Antoshka | Saturdays 10am-1pm  | 1/11-2/15 | Spring 2025,Northport
Spring 2025,2025-03-01,536.0,Intermediate & Advanced Wheel Throwing with Jesus Antoshka | Saturdays 10am-1pm  |  3/1-4/12 | Spring 2025,Northport
Spring 2025,2025-04-26,448.0,Intermediate & Advanced Wheel Throwing with Jesus Antoshka | Saturdays 10am-1pm  | 4/26-5/31 | Spring 2025,Northport
Spring 2025,2025-01-10,430.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 1/10-2/14 | Spring 2025,Huntington
Spring 2025,2025-01-09,430.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 1/9 - 2/13 | Spring 2025,New York
Spring 2025,2025-01-09,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 1/9 - 2/13 | Spring 2025,Huntington station
Spring 2025,2025-01-25,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 1/25 1-4pm| Spring 2025,Hauppauge
Spring 2025,2025-02-22,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 2/22 1-4pm| Spring 2025,Hauppauge
Spring 2025,2025-03-22,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 3/22 1-4pm| Spring 2025,Hauppauge
Spring 2025,2025-01-11,448.0,Intermediate & Advanced Wheel Throwing with Jesus Antoshka | Saturdays 10am-1pm  | 1/11-2/15 | Spring 2025,East Northport
Fall 2024,2024-12-14,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/14 | Fall 2024,Greenlawn
Spring 2025,2025-01-09,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 1/9 - 2/13 | Spring 2025,Huntington
Spring 2025,2025-01-09,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 1/9 - 2/13 | Spring 2025,Northport
Spring 2025,2025-01-11,329.0,All Levels Silversmithing with Marla Mencher | Saturdays 9:30am-1:30pm | 1/11-2/8 | Spring 2025,Norwalk
Spring 2025,2025-03-01,329.0,All Levels Silversmithing with Marla Mencher | Saturdays 9:30am-1:30pm | 3/1-3/29 | Spring 2025,Norwalk
Spring 2025,2025-04-26,329.0,All Levels Silversmithing with Marla Mencher | Saturdays 9:30am-1:30pm | 4/26-5/24 | Spring 2025,Norwalk
Spring 2025,2025-01-09,450.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 1/9 - 2/13 | Spring 2025,Northport
Spring 2025,2025-01-07,448.0,Beginners 101 Ceramics | Tues 6-9pm | 1/7 - 2/11| Spring 2025,Commack
Spring 2025,2025-02-25,323.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 2/25 - 4/8 | Spring 2025,Glen Head
Spring 2025,2025-01-10,430.0,Introduction to Acrylic Painting with Rita Broughton | Fri 10am-1pm| 1/10-2/14 | Spring 2025,East Northport
Spring 2025,2025-01-07,448.0,Beginners 101 Ceramics | Tues 6-9pm | 1/7 - 2/11| Spring 2025,huntington
Spring 2025,2025-01-07,448.0,Beginners 101 Ceramics | Tues 6-9pm | 1/7 - 2/11| Spring 2025,Huntington
Spring 2025,2025-01-07,280.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 1/7 - 2/11 | Spring 2025,Greenlawn
Spring 2025,2025-01-07,280.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 1/7 - 2/11 | Spring 2025,Greenlawn
Spring 2025,2025-04-23,280.0,Landscape and Nature Photography with Keith Krejci | Wed 6:30-8:30pm | 4/23-5/28 | Spring 2025,Dix Hills
Spring 2025,2025-01-08,448.0,Mastering the Fundamentals of Wheel with Ruth Lowenberg | Wednesdays 6-9pm | 1/8-2/12 | Spring 2025,Huntington
Fall 2024,2024-12-16,35.0,Ceramics Open Studio | Mondays 11am-2pm | 12/16 | Fall 2024,Melville
Spring 2025,2025-01-11,448.0,Intermediate & Advanced Wheel Throwing with Jesus Antoshka | Saturdays 10am-1pm  | 1/11-2/15 | Spring 2025,Melville
Spring 2025,2025-01-07,280.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 1/7 - 2/11 | Spring 2025,Commack
Spring 2025,2025-01-07,575.0,Advanced Silversmithing with Marla Mencher | Tuesday 1-5pm | 1/7-2/4 | Spring 2025,Elmont
Spring 2025,2025-01-09,430.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 1/9 - 2/13 | Spring 2025,Huntington
Spring 2025,2025-01-11,215.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 1/11-2/15 | Spring 2025,Commack
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Central Islip
Spring 2025,2025-01-07,280.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 1/7 - 2/11 | Spring 2025,Amityville
Fall 2024,2024-12-18,0.0,Create Nights - Holiday Ornaments Moderated by Rob Stenzel | Wednesday 12/18 | 7pm-9pm,Medford
Spring 2025,2025-01-25,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 1/25 1-4pm| Spring 2025,Huntington Station
Spring 2025,2025-01-07,206.0,Open Studio Long Poses| Tue 1pm-4pm | 1/7 - 2/11 | Spring 2025,Centerport
Spring 2025,2025-01-07,206.0,Open Studio Long Poses| Tue 1pm-4pm | 1/7 - 2/11 | Spring 2025,Holbrook
Spring 2025,2025-01-07,252.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 1/7-2/11 | Spring 2025,Dix Hills
Spring 2025,2025-02-12,55.0,"""Pieces of My Heart"" Picassiette Mosaic with Gabriella Grama| Wednesday 2/12 6-9pm | Spring 2025",Middle Island
Spring 2025,2025-01-29,245.0,Intro to Wax Carving Ring Stacker Workshop with Jen Salta | Wednesdays 10:30am-1:30pm | 1/29-2/12 | Spring 2025,Middle Island
Spring 2025,2025-01-08,448.0,Handbuilding - Plan to Technique with Laura Peters | Wed 1-4pm | 1/8-2/12 | Spring 2025,Islip Terrace
Spring 2025,2025-04-23,280.0,Landscape and Nature Photography with Keith Krejci | Wed 6:30-8:30pm | 4/23-5/28 | Spring 2025,Dix Hills
Spring 2025,2025-01-09,450.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 1/9 - 2/13 | Spring 2025,Oyster Bay
Spring 2025,2025-01-09,450.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 1/9 - 2/13 | Spring 2025,East Northport
Spring 2025,2025-01-09,430.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 1/9 - 2/13 | Spring 2025,Merrick
Spring 2025,2025-01-10,448.0,Intermediate Wheel Throwing with Jesus Antoshka | Fridays 10am-1pm | 1/10-2/14 | Spring 2025,Huntington
Spring 2025,2025-01-07,280.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 1/7 - 2/11 | Spring 2025,Halesite
Spring 2025,2025-01-11,448.0,Intermediate & Advanced Wheel Throwing with Jesus Antoshka | Saturdays 10am-1pm  | 1/11-2/15 | Spring 2025,NY
Spring 2025,2025-01-10,448.0,Intermediate Wheel Throwing with Jesus Antoshka | Fridays 10am-1pm | 1/10-2/14 | Spring 2025,Northport
Spring 2025,2025-01-07,448.0,Handbuilding with Mandy Henson| Tues 9:30-12:30 | 1/7-2/11 | Spring 2025,Melville
Spring 2025,2025-01-07,448.0,Handbuilding with Mandy Henson| Tues 9:30-12:30 | 1/7-2/11 | Spring 2025,Dix Hills
Fall 2024,2024-12-21,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/21 | Fall 2024,Melville
Spring 2025,2025-01-07,280.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 1/7 - 2/11 | Spring 2025,Northport
Spring 2025,2025-02-28,495.0,Advanced World of Watercolor with Ross Barbera | Fri 9:30am-12:30pm | 2/28-4/11 | Spring 2025,PLAINVIEW
Spring 2025,2025-01-07,245.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |Tues 5:30-7:00pm| 1/7-2/11 | Spring 2025,Commack
Spring 2025,2025-01-11,215.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 1/11-2/15 | Spring 2025,Huntington Station
Fall 2024,2024-12-21,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/21 | Fall 2024,South Salem
Fall 2024,2024-12-21,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/21 | Fall 2024,Dix Hills
Fall 2024,2024-12-21,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/21 | Fall 2024,Holbrook
Fall 2024,2024-12-21,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 12/21 | Fall 2024,Melville
Spring 2025,2025-01-08,448.0,Mastering the Fundamentals of Wheel with Ruth Lowenberg | Wednesdays 6-9pm | 1/8-2/12 | Spring 2025,Centerport
Spring 2025,2025-01-25,55.0,Mixed Media Potluck Workshop with Derek Owens | Saturday 1/25 1-4pm| Spring 2025,Huntington
Spring 2025,2025-01-11,448.0,Intermediate & Advanced Wheel Throwing with Jesus Antoshka | Saturdays 10am-1pm  | 1/11-2/15 | Spring 2025,Greenlawn
Spring 2025,2025-02-25,440.0,Intermediate Silversmithing with Marla Mencher | Tues 9:30am-12:30 pm | 2/25-3/25 | Spring 2025,Huntington
Spring 2025,2025-01-07,280.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 1/7 - 2/11 | Spring 2025,Commack
Spring 2025,2025-01-25,158.0,Linocut Printmaking Workshop with Anna Laimo | Saturday 1/25-2/8 | 10am-1pm | Spring 2025,East Northport
Spring 2025,2025-01-07,376.0,Pre-College Portfolio Figure Drawing with Stephanie Folk | Tuesdays 7:00-9:00| 1/7 - 2/11  | Spring 2025,West Babylon
Spring 2025,2025-01-07,575.0,Advanced Silversmithing with Marla Mencher | Tuesday 1-5pm | 1/7-2/4 | Spring 2025,Centerport
Spring 2025,2025-01-08,448.0,Handbuilding - Plan to Technique with Laura Peters | Wed 1-4pm | 1/8-2/12 | Spring 2025,Long Beach
Spring 2025,2025-01-09,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 1/9-2/13 | Spring 2025,Long Beach
